name,city,population,wiki,birth_date
Hámori Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1972.10.14
Hámori László,Tapolca,14206 ,https://hu.wikipedia.org/wiki/Tapolca,1914.03.29
Handel György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1959.03.20
Hangya Szilveszter,Baja,33142 ,https://hu.wikipedia.org/wiki/Baja,1994.01.02
Hannich Péter,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1957.03.30
Harangozó Sándor,Kispest,,https://hu.wikipedia.org/wiki/Kispest,1913.02.05
Harsányi László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1951.03.13
Heffler Tibor,Dunaújváros,41873 ,https://hu.wikipedia.org/wiki/Dunaújváros,1987.05.17
Hegedűs András,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1922.10.25
Hegyi Sándor,Dombóvár,17300 ,https://hu.wikipedia.org/wiki/Dombóvár,1932.04.03
Henni Géza,Szarvas,City data not found,https://hu.wikipedia.org/wiki/Szarvas,1926.07.15
Hercegfalvi Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1979.12.31
Herczeg Miklós,Zalaszentgrót,5775 ,https://hu.wikipedia.org/wiki/Zalaszentgrót,1974.03.26
Herédi Attila,Jánoshalma,7984 ,https://hu.wikipedia.org/wiki/Jánoshalma,1959.01.02
Hidegkuti Nándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1922.03.03
Himmer Rezső,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1900.05.14
Híres Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1902.11.21
Híres Gábor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1958.02.26
Hlavay György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1888.01.04
Holender Filip,Kragujevac,150623 ,https://hu.wikipedia.org/wiki/Kragujevac,1994.07.27
Holits Ödön,Tura,7735 ,https://hu.wikipedia.org/wiki/Tura,1886.12.07
Holman Dávid,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1993.03.17
Holzbauer József,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1900.07.22
Hönich Lajos,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1887.09.25
Hóri György,?,Page not found,,1908.02.03
Horváth András,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1980.08.06
Horváth Attila,Zalaegerszeg,55433 ,https://hu.wikipedia.org/wiki/Zalaegerszeg,1971.01.23
Horváth Csaba,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1969.03.07
Horváth Ferenc,,Page not found,,1914
Horváth Ferenc,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1920.08.15
Horváth Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1973.05.06
Horváth Gábor,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1985.07.04
Horváth György,Körmend,10255 ,https://hu.wikipedia.org/wiki/Körmend,1929.03.07
Horváth Gyula,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1888.12.13
Horváth József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1949.05.21
Horváth József,?,Page not found,,1890.09.25
Horváth Károly,Gyula,City data not found,https://hu.wikipedia.org/wiki/Gyula,1920.08.28
Horváth Krisztofer,Hévíz,4509 ,https://hu.wikipedia.org/wiki/Hévíz,2002.01.08
Horváth László,Körmend,10255 ,https://hu.wikipedia.org/wiki/Körmend,1901.09.03
Hrepka Ádám,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1987.04.15
Hrutka János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1974.10.26
Huber Rezső,?,Page not found,,1903.09.03
Hungler János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1900.12.19
Huszti Szabolcs,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1983.04.18
Ihász Kálmán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1941.03.06
Ilku István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1933.03.06
Illés Béla,Sárvár,15003 ,https://hu.wikipedia.org/wiki/Sárvár,1968.04.27
Illovszky Rudolf,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1922.02.21
Ivanics László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1966.11.01
Izsó Ignác,Tarján,City data not found,https://hu.wikipedia.org/wiki/Tarján,1956.02.22
Izsó László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1886.07.22
Jagodics Zoltán,Kőszeg,11723 ,https://hu.wikipedia.org/wiki/Kőszeg,1969.07.29
Jancsika Károly,Gödöllő,32688 ,https://hu.wikipedia.org/wiki/Gödöllő,1955.11.13
Jávor Pál,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1907.02.05
Jelinek Tivadar,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1898.02.21
Jeny Rudolf,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901.03.02
Jeszmás József,Bécs,,https://hu.wikipedia.org/wiki/Bécs,1897.02.08
Jován Róbert,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1967.11.04
Józsa Zoltán,Mezőkovácsháza,5335 ,https://hu.wikipedia.org/wiki/Mezőkovácsháza,1924.10.01
Juhár Tamás,Sátoraljaújhely,,https://hu.wikipedia.org/wiki/Sátoraljaújhely,1972.11.20
Juhász István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1945.07.17
Juhász Lajos,,Page not found,,1906.08.25
Juhász Péter,Losonc,25902 ,https://hu.wikipedia.org/wiki/Losonc,1948.08.03
Juhász Roland,Cegléd,36344 ,https://hu.wikipedia.org/wiki/Cegléd,1983.07.01
Kabát Péter,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1977.09.25
Kádár Tamás,Veszprém,56777 ,https://hu.wikipedia.org/wiki/Veszprém,1990.03.14
Kakas László,Ecséd,3067 ,https://hu.wikipedia.org/wiki/Ecséd,1954.01.09
Kállai Lipót,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1912.12.27
Kalmár Jenő,Mocsolád,City data not found,https://hu.wikipedia.org/wiki/Mocsolád,1908.03.21
Kalmár Zsolt,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1995.06.09
Kalocsay Géza,Beregszász,23325 ,https://hu.wikipedia.org/wiki/Beregszász,1913.05.30
Kámán Attila,Zalaegerszeg,55433 ,https://hu.wikipedia.org/wiki/Zalaegerszeg,1969.11.20
Kanta József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1984.03.24
Kántor Mihály,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1952.03.27
Kanyaurek István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1889.04.28
Kapcsos Vince,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1981.10.15
Káposzta Benő,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1942.06.07
Kardos Ernő,Kecskemét,109731 ,https://hu.wikipedia.org/wiki/Kecskemét,1954.07.30
Kardos István,Rákosfalva,City data not found,https://hu.wikipedia.org/wiki/Rákosfalva,1915.01.17
Kardos József,Nagybátony,,https://hu.wikipedia.org/wiki/Nagybátony,1960.03.22
Károly Jenő,Kaposvár,59270 ,https://hu.wikipedia.org/wiki/Kaposvár,1886.01.15
Károlyi József,Diósgyőr,18065 ,https://hu.wikipedia.org/wiki/Diósgyőr,1925.05.25
Kárpáti Béla,Felsőgalla,,https://hu.wikipedia.org/wiki/Felsőgalla,1929.09.30
Kárpáti Pál,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1909.01.31
Karsai László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1947.12.05
Kata Mihály,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,2002.04.13
Katona György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1960.04.16
Katzer Károly,Csepel,City data not found,https://hu.wikipedia.org/wiki/Csepel,1896.05.20
Katzirz Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1953.04.27
Kautzky József,Alsótold,231 ,https://hu.wikipedia.org/wiki/Alsótold,1902.10.18
Kecskés Ákos,Hódmezővásárhely,41944 ,https://hu.wikipedia.org/wiki/Hódmezővásárhely,1996.01.04
Kecskés Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1965.11.24
Kehrling Béla,Szepesszombat,2979 ,https://hu.wikipedia.org/wiki/Szepesszombat,1891.01.25
Kékesi Rezső,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1958.01.11
Kelemen Béla,Kolozsvár,286598 ,https://hu.wikipedia.org/wiki/Kolozsvár,1887.02.19
Kelemen Gusztáv,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1956.09.02
Kelemen József,Hatvan,20480 ,https://hu.wikipedia.org/wiki/Hatvan,1948.05.30
Keller József,Nagykanizsa,43188 ,https://hu.wikipedia.org/wiki/Nagykanizsa,1965.09.25
Kemény Tibor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1913.03.05
Kenesei Krisztián,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1977.01.07
Kerekes Attila,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1954.04.04
Kerekes György,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1956.08.08
Kerekes Zsombor,Zenta,20302 ,https://hu.wikipedia.org/wiki/Zenta,1973.09.13
Kereki Zoltán,Kőszeg,11723 ,https://hu.wikipedia.org/wiki/Kőszeg,1953.07.13
Keresztúri András,Cegléd,36344 ,https://hu.wikipedia.org/wiki/Cegléd,1967.11.02
Kéri Károly,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1920.02.09
Kerkez Milos,Verbász,24112 ,https://hu.wikipedia.org/wiki/Verbász,2003.11.07
Kertay Lajos,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1883.09.02
Kertész Adolf,Kisfalud,City data not found,https://hu.wikipedia.org/wiki/Kisfalud,1892.03.15
Kertész Géza,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1894.11.21
Kertész Gyula,Kiskálna,,https://hu.wikipedia.org/wiki/Kiskálna,1888.02.29
Kertész Tamás,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1929.04.01
Kertész Vilmos,Barskisfalud,463 ,https://hu.wikipedia.org/wiki/Barskisfalud,1890.03.21
Késmárky Ákos,?,Page not found,,1886.11.13
Keszthelyi Mihály,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1922.12.11
Kincses Mihály,Pestszentlőrinc,,https://hu.wikipedia.org/wiki/Pestszentlőrinc,1918.09.01
Kiprich József,Tatabánya,65874 ,https://hu.wikipedia.org/wiki/Tatabánya,1963.09.06
Kirádi Ervin,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1925.03.23
Király Gábor,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1976.04.01
Király Sándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1913.04.17
Kis Károly,Podivin,2974,https://en.wikipedia.org/wiki/Podivin,1912.02.23
Kisalagi János,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1912.08.28
Kisfaludy Árpád János,Nagykanizsa,43188 ,https://hu.wikipedia.org/wiki/Nagykanizsa,1884.10.18
Kispéter Mihály,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1919.10.09
Kiss Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1890.12.03
Kiss Gyula,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1916.05.14
Kiss Gyula,Sátoraljaújhely,,https://hu.wikipedia.org/wiki/Sátoraljaújhely,1881.10.23
Kiss János,Hajdúböszörmény,29574 ,https://hu.wikipedia.org/wiki/Hajdúböszörmény,1952.08.28
Kiss László,Taszár,1732 ,https://hu.wikipedia.org/wiki/Taszár,1956.03.12
Kiss Sándor,Szekszárd,30057 ,https://hu.wikipedia.org/wiki/Szekszárd,1956.11.02
Kiss Tamás,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,2000.11.24
Kiss Tibor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1949.10.11
Kiss Zoltán,Püspökladány,13180 ,https://hu.wikipedia.org/wiki/Püspökladány,1980.08.18
Kiszely István,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1913.12.21
Kisznyér Sándor,Kiskunfélegyháza,28803 ,https://hu.wikipedia.org/wiki/Kiskunfélegyháza,1958.01.11
Klausz László,Tatabánya,65874 ,https://hu.wikipedia.org/wiki/Tatabánya,1971.06.24
Kleinheisler László,Kazincbarcika,24373 ,https://hu.wikipedia.org/wiki/Kazincbarcika,1994.04.08
Kleisz Márk,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1998.07.02
Klement Engelbert,Innsbruck,130585 ,https://hu.wikipedia.org/wiki/Innsbruck,1894.11.17
Knapp Miksa,Rajka,5630 ,https://hu.wikipedia.org/wiki/Rajka,1890.07.14
Koch Nándor,Kolozsvár,286598 ,https://hu.wikipedia.org/wiki/Kolozsvár,1885.07.07
Kocsis Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1904.01.28
Kocsis Ferenc,?,Page not found,,1891.06.29
Kocsis Géza,Pozsony,475503 ,https://hu.wikipedia.org/wiki/Pozsony,1910.11.25
Kocsis István,Csorna,9680 ,https://hu.wikipedia.org/wiki/Csorna,1949.10.06
Kocsis Lajos,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1947.06.17
Kocsis Sándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1929.09.21
Kőhalmi Gábor,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1955.10.31
Kohut Vilmos,Pestszentlőrinc,,https://hu.wikipedia.org/wiki/Pestszentlőrinc,1906.07.17
Kolár Endre,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1950.02.17
Kolláth Ferenc,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1914.10.06
Koller Ákos,Szilágycseh,4289 ,https://hu.wikipedia.org/wiki/Szilágycseh,1974.09.04
Koltai József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1882.02.07
Koltai Tamás,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1987.04.30
Koman Vladimir,Ungvár,115449 ,https://hu.wikipedia.org/wiki/Ungvár,1989.03.16
Komáromi Tibor,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1930.05.28
Komjáti András,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1953.11.20
Komlósi Ádám,Kazincbarcika,24373 ,https://hu.wikipedia.org/wiki/Kazincbarcika,1977.12.06
Komora Imre,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1940.06.05
Kompóti-Kléber Gábor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901.05.23
Konrád János,Hercegszentmárton,394 ,https://hu.wikipedia.org/wiki/Hercegszentmárton,1946.08.22
Konrád Jenő,Palánka,City data not found,https://hu.wikipedia.org/wiki/Palánka,1894.08.13
Konrád Kálmán,Palánka,City data not found,https://hu.wikipedia.org/wiki/Palánka,1896.05.23
Kónya József,Ercsi,8136 ,https://hu.wikipedia.org/wiki/Ercsi,1920.03.06
Könyves Norbert,Zenta,20302 ,https://hu.wikipedia.org/wiki/Zenta,1989.06.10
Koplárovics Béla,Barcs,9845 ,https://hu.wikipedia.org/wiki/Barcs,1981.06.07
Korányi Lajos,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1907.05.15
Korányi Mátyás,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1910.02.24
Korcsmár Zsolt,Komló,City data not found,https://hu.wikipedia.org/wiki/Komló,1989.01.09
Korhut Mihály,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1988.12.01
Koródy Károly,Látrány,1365 ,https://hu.wikipedia.org/wiki/Látrány,1887.02.08
Korolovszky Gábor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1979.07.11
Korsós Attila,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1971.12.25
Korsós György,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1976.08.22
Korsós István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1941.07.30
Kósa Lajos,?,Page not found,,1898.06.11
Kőszegi György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1888.10.22
Koszta János,Sajószentpéter,11274 ,https://hu.wikipedia.org/wiki/Sajószentpéter,1959.03.18
Kotász Antal,Vasvár,3946 ,https://hu.wikipedia.org/wiki/Vasvár,1929.09.01
Kovács Attila,Pécs,,https://hu.wikipedia.org/wiki/Pécs,1956.02.24
Kovács Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1952.08.09
Kovács Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1977.03.30
Kovács Elemér,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1890.06.30
Kovács Ervin,Bercel,1747 ,https://hu.wikipedia.org/wiki/Bercel,1967.01.24
Kovács Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1934.01.07
Kovács Imre,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1921.11.26
Kovács Imre Pál,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1917.11.25
Kovács István,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1992.03.27
Kovács István,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1953.04.21
Kovács János,Temesvár,250849 ,https://hu.wikipedia.org/wiki/Temesvár,1919.03.13
Kovács József,Balatonlelle,5018 ,https://hu.wikipedia.org/wiki/Balatonlelle,1949.04.08
Kovács József,Veszprém,56777 ,https://hu.wikipedia.org/wiki/Veszprém,1966.07.31
Kovács József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1923.07.29
Kovács Kálmán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1965.09.11
Kovács Lajos,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1894.04.27
Kovács László,Tatabánya,65874 ,https://hu.wikipedia.org/wiki/Tatabánya,1951.04.24
Kovács Miklós,Mehádia,2093 ,https://hu.wikipedia.org/wiki/Mehádia,1911.12.29
Kovács Péter,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1978.02.07
Kovács Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1973.09.24
Kovácsik Ádám,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1991.04.04
Kovácsy Béla,Nyíregyháza,115711 ,https://hu.wikipedia.org/wiki/Nyíregyháza,1904.08.31
Kozma István,Pásztó,8545 ,https://hu.wikipedia.org/wiki/Pásztó,1964.12.03
Kozma Mihály,Tápé,,https://hu.wikipedia.org/wiki/Tápé,1949.09.01
Krempels Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1888.12.15
Kripkó József,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1901.03.01
Kriston Attila,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1975.06.06
Kropacsek Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1899.09.07
Kruczler István,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1897.10.06
Kű Lajos,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1948.07.05
Kubala László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1927.06.10
Kuharszki Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1940.04.29
Kürschner Izidor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1885.03.23
Kutasi László,Kiskunfélegyháza,28803 ,https://hu.wikipedia.org/wiki/Kiskunfélegyháza,1949.07.29
Kuti István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1938.07.22
Kuti László,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1954.10.23
Kuttor Attila,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1970.05.29
Kvasz János,Békéscsaba,55091 ,https://hu.wikipedia.org/wiki/Békéscsaba,1905.06.14
Kvaszta Lajos,Sajószentpéter,11274 ,https://hu.wikipedia.org/wiki/Sajószentpéter,1959.05.25
Laborcz Lajos,Cegléd,36344 ,https://hu.wikipedia.org/wiki/Cegléd,1920.08.19
Laczkó Zsolt,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1986.12.18
Lakat Károly dr.,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1920.11.27
Lakatos Ferenc,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1965.08.31
Lakinger Lajos,Ősi,1965 ,https://hu.wikipedia.org/wiki/Ősi,1943.05.23
Lakos Pál,Kapuvár,9953 ,https://hu.wikipedia.org/wiki/Kapuvár,1974.01.21
Lang Ádám,Veszprém,56777 ,https://hu.wikipedia.org/wiki/Veszprém,1993.01.17
Lantos Mihály,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1928.09.29
Lázár Gyula,Füzesgyarmat,4959 ,https://hu.wikipedia.org/wiki/Füzesgyarmat,1911.01.24
Lázár Pál,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1988.03.11
Lázok János,Elek,City data not found,https://hu.wikipedia.org/wiki/Elek,1984.10.04
Leandro de Almeida,Cornélio Procópio,47842,https://en.wikipedia.org/wiki/Cornélio_Procópio,1982.03.19
Leitner Hermann,Frankfurt am Main,773068 ,https://hu.wikipedia.org/wiki/Frankfurt_am_Main,1901.12.02
Lendvai Miklós,Zalaegerszeg,55433 ,https://hu.wikipedia.org/wiki/Zalaegerszeg,1975.04.07
Lenkei Sándor,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1936.11.09
Lhottka Ferenc,?,Page not found,,1896
Ligeti Jenő,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1905.08.14
Limperger Zsolt,Pápa,City data not found,https://hu.wikipedia.org/wiki/Pápa,1968.09.13
Lipcsei Péter,Kazincbarcika,24373 ,https://hu.wikipedia.org/wiki/Kazincbarcika,1972.03.28
Lipták Zoltán,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1984.12.10
Lisztes Krisztián,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1976.07.02
Lóránt Gyula,Kőszeg,11723 ,https://hu.wikipedia.org/wiki/Kőszeg,1923.02.06
Lőrincz Emil,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1965.09.29
Lovász Ferenc,Komló,City data not found,https://hu.wikipedia.org/wiki/Komló,1967.01.24
Lovrencsics Gergő,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1988.09.01
Lőw Zsolt,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1979.04.29
Ludvig Bertalan,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1891.03.08
Lukács Sándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1951.09.20
Lutz Lajos,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1900.07.19
Lyka Antal,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1908.05.29
Machos Ferenc,Tatabánya,65874 ,https://hu.wikipedia.org/wiki/Tatabánya,1932.06.30
Madar Csaba,Püspökladány,13180 ,https://hu.wikipedia.org/wiki/Püspökladány,1974.10.08
Magda Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1911.07.07
Magyar Ferenc,?,Page not found,,1905
Magyar István,Tiszapüspöki,1981 ,https://hu.wikipedia.org/wiki/Tiszapüspöki,1955.08.04
Májer Lajos,Sárbogárd,11475 ,https://hu.wikipedia.org/wiki/Sárbogárd,1956.08.24
Majoros Árpád,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1983.12.21
Mándi Gyula,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1899.07.14
Mandl Frigyes,Kiszető,674 ,https://hu.wikipedia.org/wiki/Kiszető,1888.08.28
Manglitz Ferenc,?,Page not found,,1883.07.28
Máriási Zsolt,Ózd,30865 ,https://hu.wikipedia.org/wiki/Ózd,1967.10.14
Marik György,Békéscsaba,55091 ,https://hu.wikipedia.org/wiki/Békéscsaba,1924.04.04
Markos Imre,Kispest,,https://hu.wikipedia.org/wiki/Kispest,1908.06.09
Márkvárt Dávid,Szekszárd,30057 ,https://hu.wikipedia.org/wiki/Szekszárd,1994.09.20
Marosvári Béla,Kovászi,2494 ,https://hu.wikipedia.org/wiki/Kovászi,1919.04.07
Marozsán János,Újfehértó,12218 ,https://hu.wikipedia.org/wiki/Újfehértó,1965.05.13
Márton Gábor,Pécs,,https://hu.wikipedia.org/wiki/Pécs,1966.10.15
Martos Győző,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1949.12.15
Máté János,Bonyhád,12163 ,https://hu.wikipedia.org/wiki/Bonyhád,1948.12.23
Mathesz Imre,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1937.03.25
Mátrai Sándor,Nagyszénás,4416 ,https://hu.wikipedia.org/wiki/Nagyszénás,1932.11.20
Mátyus János,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1974.12.20
Medgyessy Iván,Balogfala,780 ,https://hu.wikipedia.org/wiki/Balogfala,1884.06.08
Megyeri Balázs,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1990.03.31
Megyesi István,Csanytelek,2537 ,https://hu.wikipedia.org/wiki/Csanytelek,1949.03.31
Mészáros Árpád,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1890.07.19
Mészáros Ferenc,Muzsla,City data not found,https://hu.wikipedia.org/wiki/Muzsla,1919.05.05
Mészáros Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1950.04.11
Mészáros Ferenc,Szekszárd,30057 ,https://hu.wikipedia.org/wiki/Szekszárd,1963.07.06
Mészáros István,Gyöngyösszőlős,78446 ,https://hu.wikipedia.org/wiki/Gyöngyösszőlős,1899.02.04
Mészáros József,Pestszenterzsébet,,https://hu.wikipedia.org/wiki/Pestszenterzsébet,1923.01.16
Mészáros Norbert,Pápa,City data not found,https://hu.wikipedia.org/wiki/Pápa,1980.08.19
Mészöly Géza,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1967.02.25
Mészöly Kálmán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1941.07.16
Mike István,Budatétény,10715 ,https://hu.wikipedia.org/wiki/Budatétény,1924.07.06
Mikes Károly,Kispest,,https://hu.wikipedia.org/wiki/Kispest,1913.10.20
Miklósi István,Fiume,107964 ,https://hu.wikipedia.org/wiki/Fiume,1909.12.13
Minder Frigyes,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1880.11.28
