name,city,wiki,birth_date
Kovács Kálmán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1965.09.11
Kovács Lajos,Budapest,https://hu.wikipedia.org/wiki/Budapest,1894.04.27
Kovács László,Tatabánya,https://hu.wikipedia.org/wiki/Tatabánya,1951.04.24
Kovács Miklós,Mehádia,https://hu.wikipedia.org/wiki/Mehádia,1911.12.29
Kovács Péter,Salgótarján,https://hu.wikipedia.org/wiki/Salgótarján,1978.02.07
Kovács Zoltán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1973.09.24
Kovácsik Ádám,Budapest,https://hu.wikipedia.org/wiki/Budapest,1991.04.04
Kovácsy Béla,Nyíregyháza,https://hu.wikipedia.org/wiki/Nyíregyháza,1904.08.31
Kozma István,Pásztó,https://hu.wikipedia.org/wiki/Pásztó,1964.12.03
Kozma Mihály,Tápé,https://hu.wikipedia.org/wiki/Tápé,1949.09.01
Krempels Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1888.12.15
Kripkó József,Miskolc,https://hu.wikipedia.org/wiki/Miskolc,1901.03.01
Kriston Attila,Budapest,https://hu.wikipedia.org/wiki/Budapest,1975.06.06
Kropacsek Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1899.09.07
Kruczler István,Szombathely,https://hu.wikipedia.org/wiki/Szombathely,1897.10.06
Kű Lajos,Székesfehérvár,https://hu.wikipedia.org/wiki/Székesfehérvár,1948.07.05
Kubala László,Budapest,https://hu.wikipedia.org/wiki/Budapest,1927.06.10
Kuharszki Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1940.04.29
Kürschner Izidor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1885.03.23
Kutasi László,Kiskunfélegyháza,https://hu.wikipedia.org/wiki/Kiskunfélegyháza,1949.07.29
Kuti István,Budapest,https://hu.wikipedia.org/wiki/Budapest,1938.07.22
Kuti László,Székesfehérvár,https://hu.wikipedia.org/wiki/Székesfehérvár,1954.10.23
Kuttor Attila,Miskolc,https://hu.wikipedia.org/wiki/Miskolc,1970.05.29
Kvasz János,Békéscsaba,https://hu.wikipedia.org/wiki/Békéscsaba,1905.06.14
Kvaszta Lajos,Sajószentpéter,https://hu.wikipedia.org/wiki/Sajószentpéter,1959.05.25
Laborcz Lajos,Cegléd,https://hu.wikipedia.org/wiki/Cegléd,1920.08.19
Laczkó Zsolt,Szeged,https://hu.wikipedia.org/wiki/Szeged,1986.12.18
Lakat Károly dr.,Győr,https://hu.wikipedia.org/wiki/Győr,1920.11.27
Lakatos Ferenc,Győr,https://hu.wikipedia.org/wiki/Győr,1965.08.31
Lakinger Lajos,Ősi,https://hu.wikipedia.org/wiki/Ősi,1943.05.23
Lakos Pál,Kapuvár,https://hu.wikipedia.org/wiki/Kapuvár,1974.01.21
Lang Ádám,Veszprém,https://hu.wikipedia.org/wiki/Veszprém,1993.01.17
Lantos Mihály,Budapest,https://hu.wikipedia.org/wiki/Budapest,1928.09.29
Lázár Gyula,Füzesgyarmat,https://hu.wikipedia.org/wiki/Füzesgyarmat,1911.01.24
Lázár Pál,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1988.03.11
Lázok János,Elek,https://hu.wikipedia.org/wiki/Elek,1984.10.04
Leandro de Almeida,Cornélio Procópio,https://en.wikipedia.org/wiki/Cornélio_Procópio,1982.03.19
Leitner Hermann,Frankfurt am Main,https://hu.wikipedia.org/wiki/Frankfurt_am_Main,1901.12.02
Lendvai Miklós,Zalaegerszeg,https://hu.wikipedia.org/wiki/Zalaegerszeg,1975.04.07
Lenkei Sándor,Újpest,https://hu.wikipedia.org/wiki/Újpest,1936.11.09
Lhottka Ferenc,?,,1896
Ligeti Jenő,Budapest,https://hu.wikipedia.org/wiki/Budapest,1905.08.14
Limperger Zsolt,Pápa,https://hu.wikipedia.org/wiki/Pápa,1968.09.13
Lipcsei Péter,Kazincbarcika,https://hu.wikipedia.org/wiki/Kazincbarcika,1972.03.28
Lipták Zoltán,Salgótarján,https://hu.wikipedia.org/wiki/Salgótarján,1984.12.10
Lisztes Krisztián,Budapest,https://hu.wikipedia.org/wiki/Budapest,1976.07.02
Lóránt Gyula,Kőszeg,https://hu.wikipedia.org/wiki/Kőszeg,1923.02.06
Lőrincz Emil,Budapest,https://hu.wikipedia.org/wiki/Budapest,1965.09.29
Lovász Ferenc,Komló,https://hu.wikipedia.org/wiki/Komló,1967.01.24
Lovrencsics Gergő,Szolnok,https://hu.wikipedia.org/wiki/Szolnok,1988.09.01
Lőw Zsolt,Budapest,https://hu.wikipedia.org/wiki/Budapest,1979.04.29
Ludvig Bertalan,Budapest,https://hu.wikipedia.org/wiki/Budapest,1891.03.08
Lukács Sándor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1951.09.20
Lutz Lajos,Újpest,https://hu.wikipedia.org/wiki/Újpest,1900.07.19
Lyka Antal,Budapest,https://hu.wikipedia.org/wiki/Budapest,1908.05.29
Machos Ferenc,Tatabánya,https://hu.wikipedia.org/wiki/Tatabánya,1932.06.30
Madar Csaba,Püspökladány,https://hu.wikipedia.org/wiki/Püspökladány,1974.10.08
Magda Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1911.07.07
Magyar Ferenc,?,,1905
Magyar István,Tiszapüspöki,https://hu.wikipedia.org/wiki/Tiszapüspöki,1955.08.04
Májer Lajos,Sárbogárd,https://hu.wikipedia.org/wiki/Sárbogárd,1956.08.24
Majoros Árpád,Szolnok,https://hu.wikipedia.org/wiki/Szolnok,1983.12.21
Mándi Gyula,Budapest,https://hu.wikipedia.org/wiki/Budapest,1899.07.14
Mandl Frigyes,Kiszető,https://hu.wikipedia.org/wiki/Kiszető,1888.08.28
Manglitz Ferenc,?,,1883.07.28
Máriási Zsolt,Ózd,https://hu.wikipedia.org/wiki/Ózd,1967.10.14
Marik György,Békéscsaba,https://hu.wikipedia.org/wiki/Békéscsaba,1924.04.04
Markos Imre,Kispest,https://hu.wikipedia.org/wiki/Kispest,1908.06.09
Márkvárt Dávid,Szekszárd,https://hu.wikipedia.org/wiki/Szekszárd,1994.09.20
Marosvári Béla,Kovászi,https://hu.wikipedia.org/wiki/Kovászi,1919.04.07
Marozsán János,Újfehértó,https://hu.wikipedia.org/wiki/Újfehértó,1965.05.13
Márton Gábor,Pécs,https://hu.wikipedia.org/wiki/Pécs,1966.10.15
Martos Győző,Budapest,https://hu.wikipedia.org/wiki/Budapest,1949.12.15
Máté János,Bonyhád,https://hu.wikipedia.org/wiki/Bonyhád,1948.12.23
Mathesz Imre,Budapest,https://hu.wikipedia.org/wiki/Budapest,1937.03.25
Mátrai Sándor,Nagyszénás,https://hu.wikipedia.org/wiki/Nagyszénás,1932.11.20
Mátyus János,Győr,https://hu.wikipedia.org/wiki/Győr,1974.12.20
Medgyessy Iván,Balogfala,https://hu.wikipedia.org/wiki/Balogfala,1884.06.08
Megyeri Balázs,Budapest,https://hu.wikipedia.org/wiki/Budapest,1990.03.31
Megyesi István,Csanytelek,https://hu.wikipedia.org/wiki/Csanytelek,1949.03.31
Mészáros Árpád,Budapest,https://hu.wikipedia.org/wiki/Budapest,1890.07.19
Mészáros Ferenc,Muzsla,https://hu.wikipedia.org/wiki/Muzsla,1919.05.05
Mészáros Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1950.04.11
Mészáros Ferenc,Szekszárd,https://hu.wikipedia.org/wiki/Szekszárd,1963.07.06
Mészáros István,Gyöngyösszőlős,https://hu.wikipedia.org/wiki/Gyöngyösszőlős,1899.02.04
Mészáros József,Pestszenterzsébet,https://hu.wikipedia.org/wiki/Pestszenterzsébet,1923.01.16
Mészáros Norbert,Pápa,https://hu.wikipedia.org/wiki/Pápa,1980.08.19
Mészöly Géza,Budapest,https://hu.wikipedia.org/wiki/Budapest,1967.02.25
Mészöly Kálmán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1941.07.16
Mike István,Budatétény,https://hu.wikipedia.org/wiki/Budatétény,1924.07.06
Mikes Károly,Kispest,https://hu.wikipedia.org/wiki/Kispest,1913.10.20
Miklósi István,Fiume,https://hu.wikipedia.org/wiki/Fiume,1909.12.13
Minder Frigyes,Budapest,https://hu.wikipedia.org/wiki/Budapest,1880.11.28
Miriuta László,Nagybánya,https://hu.wikipedia.org/wiki/Nagybánya,1968.09.19
Mocsi Attila,Lakszakállas,https://hu.wikipedia.org/wiki/Lakszakállas,2000.05.29
Moldván Miklós,Budapest,https://hu.wikipedia.org/wiki/Budapest,1954.10.03
Molnár Balázs,Zalaegerszeg,https://hu.wikipedia.org/wiki/Zalaegerszeg,1977.07.01
Molnár Dezső,Magyarlak,https://hu.wikipedia.org/wiki/Magyarlak,1939.12.12
Molnár Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1884.11.28
Molnár György,Budapest,https://hu.wikipedia.org/wiki/Budapest,1901.02.12
Molnár Imre,Budapest,https://hu.wikipedia.org/wiki/Budapest,1885.10.30
Molnár János,Budapest,https://hu.wikipedia.org/wiki/Budapest,1931.05.14
Molnár Ödön,Budapest,https://hu.wikipedia.org/wiki/Budapest,1891.03.25
Mónos Tamás,Simontornya,https://hu.wikipedia.org/wiki/Simontornya,1968.01.03
Monostori Tivadar,Felsőgalla,https://hu.wikipedia.org/wiki/Felsőgalla,1936.08.24
Móré János,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1910.06.20
Mracskó Mihály,Mezőhegyes,https://hu.wikipedia.org/wiki/Mezőhegyes,1968.06.13
Mucha József,Máza,https://hu.wikipedia.org/wiki/Máza,1951.10.25
Müller Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1901
Müller József,Zalaszentgrót,https://hu.wikipedia.org/wiki/Zalaszentgrót,1884.12.20
Müller Sándor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1948.09.21
Nádler Henrik,Budapest,https://hu.wikipedia.org/wiki/Budapest,1901.03.19
Nagy Ádám,Budapest,https://hu.wikipedia.org/wiki/Budapest,1995.06.17
Nagy András,Vulkán,https://hu.wikipedia.org/wiki/Vulkán,1920.10.06
Nagy Antal,?,,1913.03.19
Nagy Antal,Nagyhalász,https://hu.wikipedia.org/wiki/Nagyhalász,1956.10.17
Nagy Antal,Budapest,https://hu.wikipedia.org/wiki/Budapest,1944.05.16
Nagy Dániel,Gödöllő,https://hu.wikipedia.org/wiki/Gödöllő,1991.03.15
Nagy Dominik,Bóly,https://hu.wikipedia.org/wiki/Bóly,1995.05.08
Nagy Ferenc,Rákosszentmihály,https://hu.wikipedia.org/wiki/Rákosszentmihály,1884.02.21
Nagy Gábor,Szombathely,https://hu.wikipedia.org/wiki/Szombathely,1985.10.16
Nagy II. János,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1947.11.23
Nagy III. János,Székesfehérvár,https://hu.wikipedia.org/wiki/Székesfehérvár,1950.08.03
Nagy István,Budapest,https://hu.wikipedia.org/wiki/Budapest,1922.03.04
Nagy István,Budapest,https://hu.wikipedia.org/wiki/Budapest,1939.04.14
Nagy János,Budapest,https://hu.wikipedia.org/wiki/Budapest,1903
Nagy József,Nádasd,https://hu.wikipedia.org/wiki/Nádasd,1960.10.21
Nagy László,Buzsák,https://hu.wikipedia.org/wiki/Buzsák,1949.10.21
Nagy Norbert,Hajdúnánás,https://hu.wikipedia.org/wiki/Hajdúnánás,1969.06.28
Nagy Tamás,Budapest,https://hu.wikipedia.org/wiki/Budapest,1976.06.06
Nagy Tibor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1962.09.24
Nagy Zsolt,Székesfehérvár,https://hu.wikipedia.org/wiki/Székesfehérvár,1993.05.25
Nagymarosi Mihály,Nagymaros,https://hu.wikipedia.org/wiki/Nagymaros,1919.10.06
Nego Loïc,Párizs,https://hu.wikipedia.org/wiki/Párizs,1991.01.15
Nemes István,Budapest,https://hu.wikipedia.org/wiki/Budapest,1906.11.30
Nemes József,Erzsébetfalva,https://hu.wikipedia.org/wiki/Erzsébetfalva,1911.09.24
Nemes Sándor,Tótkeszi?,,1899.09.25
Németh András,Fokváros,https://hu.wikipedia.org/wiki/Fokváros,2002.11.09
Németh Antal,Budapest,https://hu.wikipedia.org/wiki/Budapest,1919.05.19
Németh Krisztián,Győr,https://hu.wikipedia.org/wiki/Győr,1989.01.05
Németh Norbert,Budapest,https://hu.wikipedia.org/wiki/Budapest,1981.05.05
Neuhaus János,Újpest,https://hu.wikipedia.org/wiki/Újpest,1901.03.24
Niessner Aladár,Doborján,https://hu.wikipedia.org/wiki/Doborján,1883.01.22
Nikolics Nemanja,Zenta,https://hu.wikipedia.org/wiki/Zenta,1987.12.31
Nikolov Balázs,Bonyhád,https://hu.wikipedia.org/wiki/Bonyhád,1977.07.04
Nikolsburger Rezső,Székesfehérvár,https://hu.wikipedia.org/wiki/Székesfehérvár,1899.03.21
Nirnsee Gyula,Pozsony,https://hu.wikipedia.org/wiki/Pozsony,1883.11.15
Nógrádi Ferenc,Kassa,https://hu.wikipedia.org/wiki/Kassa,1940.11.15
Noskó Ernő,Cserhátszentiván,https://hu.wikipedia.org/wiki/Cserhátszentiván,1945.05.26
Novák Dezső,Ják,https://hu.wikipedia.org/wiki/Ják,1939.02.03
Nyers István,Freyming-Merlebach,https://hu.wikipedia.org/wiki/Freyming-Merlebach,1924.03.25
Nyilas Elek,Budapest,https://hu.wikipedia.org/wiki/Budapest,1969.05.03
Nyilas Ferenc János,Budapest,https://hu.wikipedia.org/wiki/Budapest,1892.01.10
Nyilasi Tibor,Várpalota,https://hu.wikipedia.org/wiki/Várpalota,1955.01.18
Nyúl Ferenc,Dévaványa,https://hu.wikipedia.org/wiki/Dévaványa,1894.05.22
Nyúl Vilmos,?,,1901.11.13
Obitz Gábor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1899.01.18
Oláh Géza,Salgótarján,https://hu.wikipedia.org/wiki/Salgótarján,1925.10.01
Oláh Károly,Bród,https://hu.wikipedia.org/wiki/Bród,1884.09.15
Olajkár Károly,Kispest,https://hu.wikipedia.org/wiki/Kispest,1917.01.16
Olajkár Sándor,Kispest,https://hu.wikipedia.org/wiki/Kispest,1918.12.03
Ónody Andor,Krasznokvajda,https://hu.wikipedia.org/wiki/Krasznokvajda,1920.08.03
Opata Zoltán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1900.09.24
Orbán Willi,Kaiserslautern,https://hu.wikipedia.org/wiki/Kaiserslautern,1992.11.03
Ordódy Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1880.01.13
Orosz Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1969.10.11
Orosz Péter,Budapest,https://hu.wikipedia.org/wiki/Budapest,1981.08.19
Orth György,Budapest,https://hu.wikipedia.org/wiki/Budapest,1901.04.30
Otigba Kenneth,Kaduna,https://hu.wikipedia.org/wiki/Kaduna,1992.08.29
P. Szabó Gábor,Újpest,https://hu.wikipedia.org/wiki/Újpest,1902.10.14
Pákozdi László,?,,1916.06.30
Pál József,Szolnok,https://hu.wikipedia.org/wiki/Szolnok,1950.11.29
Pál Tibor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1935.09.15
Palaczky János,Pécs,https://hu.wikipedia.org/wiki/Pécs,1968.08.30
Páling Zsolt,Budapest,https://hu.wikipedia.org/wiki/Budapest,1969.02.26
Pálinkás József,Kistelek,https://hu.wikipedia.org/wiki/Kistelek,1912.03.10
Palotai János,Békéscsaba,https://hu.wikipedia.org/wiki/Békéscsaba,1928.01.23
Palotás István,Budapest,https://hu.wikipedia.org/wiki/Budapest,1908.03.05
Palotás Péter,Budapest,https://hu.wikipedia.org/wiki/Budapest,1929.06.27
Páncsics Miklós,Gara,https://hu.wikipedia.org/wiki/Gara,1944.02.04
Papp Lajos László,Budapest,https://hu.wikipedia.org/wiki/Budapest,1906.11.22
Paróczai Sándor,Békéscsaba,https://hu.wikipedia.org/wiki/Békéscsaba,1955.12.06
Pásztor József,Vencsellő,https://hu.wikipedia.org/wiki/Vencsellő,1954.03.20
Pataki Mihály,Budapest,https://hu.wikipedia.org/wiki/Budapest,1893.12.07
Pátkai Máté,Budapest,https://hu.wikipedia.org/wiki/Budapest,1988.03.06
Patkoló Rezső,Budapest,https://hu.wikipedia.org/wiki/Budapest,1922.10.13
Paulusz Nándor,Újpest,https://hu.wikipedia.org/wiki/Újpest,1899.10.15
Payer Imre,Sopronkövesd,https://hu.wikipedia.org/wiki/Sopronkövesd,1888.06.01
Pázmándy Sándor,Vecsés,https://hu.wikipedia.org/wiki/Vecsés,1912.03.16
Peics Sándor,Pécs,https://hu.wikipedia.org/wiki/Pécs,1899.10.10
Pénzes Mihály,Sopron,https://hu.wikipedia.org/wiki/Sopron,1950.07.30
Perényi József,Temesvár,https://hu.wikipedia.org/wiki/Temesvár,1921.07.02
Pesovnik László,Miskolc,https://hu.wikipedia.org/wiki/Miskolc,1902.03.11
Pest Krisztián,Mohács,https://hu.wikipedia.org/wiki/Mohács,1975.05.07
Péter József,Újpest,https://hu.wikipedia.org/wiki/Újpest,1904.01.10
Péter Zoltán,Zalaistvánd,https://hu.wikipedia.org/wiki/Zalaistvánd,1958.03.23
Pető Tamás,Ajka,https://hu.wikipedia.org/wiki/Ajka,1974.06.08
Pető Zoltán,Szolnok,https://hu.wikipedia.org/wiki/Szolnok,1974.09.19
Petres Tamás,Székesfehérvár,https://hu.wikipedia.org/wiki/Székesfehérvár,1968.09.03
Petry Zsolt,Budapest,https://hu.wikipedia.org/wiki/Budapest,1966.09.23
Pintér Ádám,Balassagyarmat,https://hu.wikipedia.org/wiki/Balassagyarmat,1988.06.12
Pintér Attila,Salgótarján,https://hu.wikipedia.org/wiki/Salgótarján,1966.05.07
Pintér József,Szigetújfalu,https://hu.wikipedia.org/wiki/Szigetújfalu,1917.09.08
Pintér Sándor,Pomáz,https://hu.wikipedia.org/wiki/Pomáz,1950.07.18
Pintér Zoltán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1977.11.23
Pipa István,Budapest,https://hu.wikipedia.org/wiki/Budapest,1899.11.17
Pisont István,Orosháza,https://hu.wikipedia.org/wiki/Orosháza,1970.05.16
Plattkó Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1898.12.02
Plókai Attila,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1969.07.17
Plotár Gyula,Kurityán,https://hu.wikipedia.org/wiki/Kurityán,1961.05.14
Pluhár István,Tatatóváros,https://hu.wikipedia.org/wiki/Tatatóváros,1893.12.10
Póczik József,Győr,https://hu.wikipedia.org/wiki/Győr,1953.07.21
Pokorny József,Budapest,https://hu.wikipedia.org/wiki/Budapest,1882.07.13
Polgár Gyula,Kistelek,https://hu.wikipedia.org/wiki/Kistelek,1912.02.08
Pollák Zoltán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1984.01.13
Polonkai Attila,Budapest,https://hu.wikipedia.org/wiki/Budapest,1979.06.12
Pölöskei Gábor,Mosonmagyaróvár,https://hu.wikipedia.org/wiki/Mosonmagyaróvár,1960.10.11
Poór Patrik,Győr,https://hu.wikipedia.org/wiki/Győr,1993.11.15
Pósa Béla,Nagytétény,https://hu.wikipedia.org/wiki/Nagytétény,1914.06.25
Posza Zsolt,Lengyeltóti,https://hu.wikipedia.org/wiki/Lengyeltóti,1977.05.11
Pótz-Nagy Árpád,Budapest,https://hu.wikipedia.org/wiki/Budapest,1893.11.17
Pozsonyi Imre,Kisbér,https://hu.wikipedia.org/wiki/Kisbér,1882.02.26
Preisinger Sándor,Zalaegerszeg,https://hu.wikipedia.org/wiki/Zalaegerszeg,1973.12.11
Prém Móric,Ugod,https://hu.wikipedia.org/wiki/Ugod,1899.03.10
Preszeller Tamás,Mosonmagyaróvár,https://hu.wikipedia.org/wiki/Mosonmagyaróvár,1958.08.24
Priboj István,Újpest,https://hu.wikipedia.org/wiki/Újpest,1894.05.02
Priskin Tamás,Komárom,https://hu.wikipedia.org/wiki/Komárom,1986.09.27
Pruha Antal,Budapest,https://hu.wikipedia.org/wiki/Budapest,1897.12.16
Puglits Gábor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1967.12.26
Puskás Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1927.04.01
Puskás Lajos,Tetétlen,https://hu.wikipedia.org/wiki/Tetétlen,1944.08.13
Pusztai Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1910.12.06
Pusztai László,Szentes,https://hu.wikipedia.org/wiki/Szentes,1946.03.01
Rab Tibor,Gödöllő,https://hu.wikipedia.org/wiki/Gödöllő,1955.10.02
Rabóczki Balázs,Budapest,https://hu.wikipedia.org/wiki/Budapest,1978.01.09
Rácz Béla,?,,1893.09.14
Rácz Győző,Budapest,https://hu.wikipedia.org/wiki/Budapest,1892.07.28
Raduly József,Budapest,https://hu.wikipedia.org/wiki/Budapest,1927.05.06
Raix Gusztáv,Budapest,https://hu.wikipedia.org/wiki/Budapest,1903.06.01
Rajczi Péter,Lengyeltóti,https://hu.wikipedia.org/wiki/Lengyeltóti,1981.04.03
Rajna Károly,Budapest,https://hu.wikipedia.org/wiki/Budapest,1934.03.27
Rákóczi László,Budapest,https://hu.wikipedia.org/wiki/Budapest,1926.02.23
Rákosi Ferenc,Csepel,https://hu.wikipedia.org/wiki/Csepel,1921.01.29
Rákosi Gyula,Budapest,https://hu.wikipedia.org/wiki/Budapest,1938.10.09
Rapp Imre,Dunaföldvár,https://hu.wikipedia.org/wiki/Dunaföldvár,1937.09.15
Rauchmaul Emil,Budapest,https://hu.wikipedia.org/wiki/Budapest,1891.04.19
Rázsó Izidor,?,,1896.12.27
Rebró Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1901.01.20
Regedei Csaba,Oroszlány,https://hu.wikipedia.org/wiki/Oroszlány,1983.01.16
Reiner István,Szabadka,https://hu.wikipedia.org/wiki/Szabadka,1897.12.26
Rémay Gyula,Torrington,https://hu.wikipedia.org/wiki/Torrington,1901.10.03
Rémay János,Stanferd,,1903.01.01
Remete Imre,?,,1904
Répási László,Budapest,https://hu.wikipedia.org/wiki/Budapest,1966.03.23
Révész Béla,Értarcsa,https://hu.wikipedia.org/wiki/Értarcsa,1886.02.09
Rodenbücher István,Szekszárd,https://hu.wikipedia.org/wiki/Szekszárd,1984.02.22
Rökk Ede,Cinkota,https://hu.wikipedia.org/wiki/Cinkota,1911.09.01
Rokken Imre,?,,1903
Rónay Zoltán,?,,1890
Rósa Dénes,Budapest,https://hu.wikipedia.org/wiki/Budapest,1977.04.07
Rósa Henrik,Budapest,https://hu.wikipedia.org/wiki/Budapest,1974.06.15
Rostás Sándor,Jászjákóhalma,https://hu.wikipedia.org/wiki/Jászjákóhalma,1962.01.21
Róth Antal,Komló,https://hu.wikipedia.org/wiki/Komló,1960.09.14
Rothermel Ádám,Budapest,https://hu.wikipedia.org/wiki/Budapest,1948.06.14
Rózsa Dániel,Szombathely,https://hu.wikipedia.org/wiki/Szombathely,1984.11.24
Rudas Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1921.07.06
Rudolf Gergely,Nyíregyháza,https://hu.wikipedia.org/wiki/Nyíregyháza,1985.03.09
Rugovics Vendel,Győr,https://hu.wikipedia.org/wiki/Győr,1967.08.13
Rumbold Gyula,Budapest,https://hu.wikipedia.org/wiki/Budapest,1887.12.06
Ruzsa Sándor,?,,1920.03.09
Sáfár Szabolcs,Budapest,https://hu.wikipedia.org/wiki/Budapest,1974.08.20
Salamon József,Miskolc,https://hu.wikipedia.org/wiki/Miskolc,1948.10.23
Salamon Miklós,Dunaújváros,https://hu.wikipedia.org/wiki/Dunaújváros,1974.11.30
Sallai Roland,Budapest,https://hu.wikipedia.org/wiki/Budapest,1997.05.22
Sallai Sándor,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1960.03.26
Sallói Dániel,Siófok,https://hu.wikipedia.org/wiki/Siófok,1996.07.19
Sallói István,Oroszlány,https://hu.wikipedia.org/wiki/Oroszlány,1966.09.26
Samus Lajos,Budapest,https://hu.wikipedia.org/wiki/Budapest,1928.07.04
Sándor György,Ungvár,https://hu.wikipedia.org/wiki/Ungvár,1984.03.20
Sándor József,Budapest,https://hu.wikipedia.org/wiki/Budapest,1900.10.18
Sándor Károly,Szeged,https://hu.wikipedia.org/wiki/Szeged,1928.11.26
Sándor Tamás,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1974.06.20
Sárközy Sándor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1887.12.13
Sáros Miklós,Szarvas,https://hu.wikipedia.org/wiki/Szarvas,1906.11.07
Sárosi Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1919.07.15
Sárosi György,Budapest,https://hu.wikipedia.org/wiki/Budapest,1912.09.16
Sárosi László,Budapest,https://hu.wikipedia.org/wiki/Budapest,1932.02.27
Sárvári Ferenc,Nagyvárad,https://hu.wikipedia.org/wiki/Nagyvárad,1916.07.10
Sas Ferenc,Devecser,https://hu.wikipedia.org/wiki/Devecser,1915.08.16
Sass János,Eger,https://hu.wikipedia.org/wiki/Eger,1966.01.17
Schaár Izidor,?,,1886.08.01
Schäfer András,Szombathely,https://hu.wikipedia.org/wiki/Szombathely,1999.04.13
Schaffer Alfréd,Budapest,https://hu.wikipedia.org/wiki/Budapest,1893.02.13
Schaller József,,,1894.12.27
Schaschek Ödön,Budapest,https://hu.wikipedia.org/wiki/Budapest,1885.09.18
Schlosser Imre,Budapest,https://hu.wikipedia.org/wiki/Budapest,1889.10.11
Schmidt János,Budapest,https://hu.wikipedia.org/wiki/Budapest,1904.03.03
Schön Szabolcs,Budapest,https://hu.wikipedia.org/wiki/Budapest,2000.09.27
Schwarz Ernő,Budapest,https://hu.wikipedia.org/wiki/Budapest,1902.03.07
Sebes Gusztáv,Budapest,https://hu.wikipedia.org/wiki/Budapest,1906.01.22
Sebestyén Béla,Budapest,https://hu.wikipedia.org/wiki/Budapest,1886.01.23
Sebők József,Keszthely,https://hu.wikipedia.org/wiki/Keszthely,1975.06.18
Sebők Vilmos,Budapest,https://hu.wikipedia.org/wiki/Budapest,1973.06.13
Seiden Jenő,Újpest,https://hu.wikipedia.org/wiki/Újpest,1900.03.28
Senkey Gyula,Perbál,https://hu.wikipedia.org/wiki/Perbál,1901.08.16
Senkey Imre,Perbál,https://hu.wikipedia.org/wiki/Perbál,1898.07.04
Serényi Imre,Újpest,https://hu.wikipedia.org/wiki/Újpest,1909.06.12
Seres Gyula,Újpest,https://hu.wikipedia.org/wiki/Újpest,1912.10.05
Siegl József,Budapest,https://hu.wikipedia.org/wiki/Budapest,1894.05.29
Sigér Dávid,Debrecen,https://hu.wikipedia.org/wiki/Debrecen,1990.11.30
Siklóssy Antal,?,,1896.06.02
Simek Péter,Mór,https://hu.wikipedia.org/wiki/Mór,1980.01.30
Simon Ádám,Salgótarján,https://hu.wikipedia.org/wiki/Salgótarján,1990.03.30
Simon Ferenc,?,,1886.02.24
Simon Krisztián,Budapest,https://hu.wikipedia.org/wiki/Budapest,1991.06.10
Simon Tibor,Budapest,https://hu.wikipedia.org/wiki/Budapest,1965.09.01
Sipos Ernő,Lábod,https://hu.wikipedia.org/wiki/Lábod,1883.12.13
Sipos Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1932.12.13
Sipos István,?,,1928.06.07
Sipos Vilmos,Wilhelmsburg,https://hu.wikipedia.org/wiki/Wilhelmsburg,1914.01.24
Sitku Illés,Budapest,https://hu.wikipedia.org/wiki/Budapest,1978.02.05
Skvarek György,Budapest,https://hu.wikipedia.org/wiki/Budapest,1903.04.09
Solti József,Szeged,https://hu.wikipedia.org/wiki/Szeged,1911.11.29
Solti Mihály,Mezőhegyes,https://hu.wikipedia.org/wiki/Mezőhegyes,1898.12.09
